hemodynamics shuntfraction value,caSys_pCO2,cvSys_pCO2,caSys_HCO3,cvSys_HCO3,caSys_BE,bgDO2,caSys_pH,cvSys_pH,cvSys_pO2,caSys_pO2,caSys_O2sat,cvSys_O2sat
63.1632,45.1437,53.8811,24.3747,25.6407,-1.49,1200.2469,7.3649,7.3032,42.2615,75.6888,94.7268,77.8126
63.2633,45.1747,53.9276,24.3631,25.6383,-1.504,1199.9631,7.3456,7.2954,42.2471,75.5503,94.6968,77.7919
63.3634,45.2941,54.0493,24.4053,25.6583,-1.485,1199.4049,7.3338,7.2945,42.2105,75.3437,94.6295,77.7633
63.4635,45.4815,54.2218,24.4016,25.6853,-1.4817,1198.4017,7.3526,7.3079,42.156,74.9254,94.5711,77.6838
63.5636,45.5419,54.274,24.4438,25.7177,-1.4799,1198.058,7.3527,7.2933,42.139,74.7921,94.5456,77.6496
63.6637,45.5491,54.306,24.4464,25.7069,-1.4642,1197.8425,7.3606,7.2862,42.1239,74.7308,94.5158,77.6275
63.7638,45.5911,54.319,24.4062,25.6891,-1.4635,1197.7839,7.355,7.2913,42.0979,74.6864,94.5269,77.6113
63.8639,45.604,54.3384,24.4454,25.7166,-1.4736,1197.6298,7.3339,7.2988,42.0915,74.6146,94.5263,77.6339
63.964,45.6437,54.3893,24.4556,25.725,-1.487,1197.4326,7.3431,7.2967,42.0811,74.5509,94.4821,77.5991
64.0641,45.7407,54.4642,24.4536,25.7564,-1.4724,1197.0279,7.3472,7.307,42.0313,74.3859,94.4669,77.559
64.1642,45.763,54.5014,24.4525,25.7433,-1.4897,1196.8744,7.3487,7.3107,42.0293,74.3272,94.4419,77.5411
64.2643,45.8437,54.5823,24.4684,25.7578,-1.4736,1196.4585,7.351,7.3059,41.9989,74.1707,94.4177,77.51
64.3644,46.0607,54.7613,24.4857,25.7712,-1.4654,1195.5809,7.3478,7.2984,41.924,73.8796,94.3557,77.4104
64.4645,46.0793,54.7865,24.5002,25.7824,-1.4635,1195.5026,7.3475,7.2877,41.9051,73.8403,94.3373,77.4057
64.5646,46.1345,54.8649,24.5081,25.7907,-1.4932,1195.2324,7.3474,7.2881,41.8977,73.7411,94.3651,77.3821
64.6647,46.2603,54.9743,24.517,25.8056,-1.5097,1194.6551,7.3426,7.3113,41.8561,73.5306,94.2858,77.3458
64.7648,46.2416,54.9752,24.5287,25.794,-1.4738,1194.6728,7.3362,7.2837,41.8286,73.5353,94.3181,77.3566
64.8649,46.3234,55.052,24.5545,25.8157,-1.4844,1194.2121,7.3539,7.2998,41.8428,73.3822,94.2749,77.3023
64.965,46.3964,55.0966,24.5599,25.836,-1.4959,1194.0405,7.3451,7.2969,41.8262,73.3104,94.2747,77.2813
65.0651,46.4258,55.1664,24.5587,25.8352,-1.4651,1193.8741,7.355,7.296,41.7976,73.243,94.2347,77.2468
65.1652,46.4416,55.1584,24.5587,25.8322,-1.4681,1193.8002,7.3605,7.3082,41.7971,73.2163,94.2282,77.2607
65.2653,46.4384,55.1641,24.5565,25.8373,-1.4771,1193.805,7.3577,7.2992,41.7916,73.2433,94.2287,77.2694
65.3654,46.5222,55.2575,24.5671,25.8605,-1.4812,1193.4199,7.3421,7.2889,41.7695,73.1119,94.2056,77.2486
65.4655,46.6865,55.401,24.5739,25.8489,-1.4817,1192.8344,7.3308,7.2875,41.7435,72.8787,94.1508,77.2187
65.5656,46.7496,55.47,24.5908,25.8896,-1.4844,1192.5554,7.3417,7.2969,41.7255,72.8223,94.1373,77.196
65.6657,46.7866,55.5173,24.6089,25.8941,-1.463,1192.4324,7.346,7.3083,41.733,72.7586,94.1357,77.1755
65.7658,46.8333,55.5479,24.6149,25.8905,-1.4711,1192.235,7.346,7.3007,41.7076,72.7066,94.0995,77.1957
65.8659,46.8659,55.5811,24.6237,25.9057,-1.4647,1192.1314,7.3483,7.2903,41.714,72.6548,94.1121,77.1887
65.966,46.9672,55.673,24.6338,25.9178,-1.4666,1191.7546,7.3508,7.2792,41.6815,72.522,94.0887,77.147
66.0661,47.1277,55.864,24.6716,25.9366,-1.4685,1191.0847,7.3377,7.305,41.645,72.3067,94.044,77.0804
66.1662,47.2557,55.9543,24.6925,25.9568,-1.4737,1190.7701,7.3135,7.2767,41.6157,72.1819,94.0157,77.0754
66.2663,47.2982,56.0205,24.682,25.9699,-1.4704,1190.5316,7.3274,7.2863,41.6209,72.1123,93.9799,77.0332
66.3664,47.4129,56.1106,24.6945,25.9823,-1.4616,1190.2257,7.3418,7.2897,41.5895,72.0186,93.9759,77.0079
66.4665,47.6261,56.3303,24.731,26.0024,-1.4474,1189.5029,7.3467,7.2806,41.5597,71.7698,93.9276,76.9777
66.5666,47.6665,56.3615,24.7422,26.0283,-1.4658,1189.3572,7.3471,7.2939,41.5215,71.7376,93.8973,76.9526
66.6667,47.7038,56.4048,24.7516,26.0259,-1.4569,1189.2328,7.3312,7.2798,41.5258,71.6795,93.9013,76.9314
66.7668,47.8149,56.5291,24.7709,26.0329,-1.4538,1188.7918,7.3228,7.2746,41.5019,71.5293,93.8605,76.9132
66.8669,47.9623,56.6652,24.7698,26.0713,-1.4719,1188.3197,7.3509,7.2927,41.4448,71.3779,93.8401,76.8631
66.967,48.0188,56.7213,24.8037,26.0569,-1.4678,1188.0442,7.3292,7.2821,41.4401,71.286,93.8281,76.8405
67.0671,48.1434,56.8612,24.8066,26.0769,-1.4525,1187.4044,7.3285,7.2867,41.3786,71.0587,93.7751,76.7745
67.1672,48.1959,56.8997,24.8067,26.1041,-1.4641,1187.1864,7.3229,7.279,41.375,70.9983,93.7463,76.7811
67.2673,48.2255,56.9115,24.8274,26.0931,-1.4725,1187.1075,7.324,7.2821,41.3681,70.9748,93.7279,76.7515
67.3674,48.3561,57.0769,24.8401,26.111,-1.4582,1186.3854,7.3187,7.2708,41.3117,70.7499,93.691,76.7059
67.4675,48.3753,57.1108,24.8552,26.1217,-1.4498,1186.2103,7.3227,7.2643,41.323,70.6995,93.6806,76.6958
67.5676,48.4025,57.1299,24.8432,26.1294,-1.4539,1186.1258,7.3431,7.2913,41.2935,70.6603,93.6757,76.6851
67.6677,48.4015,57.12,24.8461,26.138,-1.463,1186.1391,7.3195,7.2841,41.2911,70.6485,93.6537,76.6656
67.7678,48.395,57.1083,24.8429,26.1207,-1.4769,1186.1239,7.3165,7.2625,41.2742,70.6649,93.6689,76.6744
67.8679,48.4174,57.1328,24.852,26.1151,-1.4739,1186.056,7.3424,7.2633,41.2892,70.6459,93.6566,76.6578
67.968,48.4369,57.1355,24.848,26.1421,-1.4925,1185.9453,7.3024,7.3,41.2793,70.6148,93.671,76.6496
68.0681,48.4637,57.1899,24.8467,26.1467,-1.4658,1185.7576,7.3221,7.2699,41.2802,70.5422,93.6475,76.6449
68.1682,48.5209,57.2526,24.8738,26.1423,-1.4431,1185.5126,7.3162,7.283,41.2387,70.4667,93.628,76.6467
68.2683,48.6729,57.3754,24.9023,26.1575,-1.4434,1184.7572,7.3427,7.2768,41.1762,70.2196,93.551,76.5373
68.3684,48.868,57.578,24.9276,26.2094,-1.4529,1183.5949,7.3264,7.2764,41.1061,69.8601,93.4746,76.439
68.4685,48.9449,57.6371,24.9281,26.2094,-1.4537,1183.2348,7.3201,7.2567,41.1028,69.7529,93.4514,76.4155
68.5686,48.9843,57.6622,24.9499,26.2178,-1.4405,1183.0346,7.3145,7.298,41.0744,69.6871,93.4457,76.4124
68.6687,48.9995,57.6872,24.9619,26.2116,-1.4619,1182.9169,7.322,7.2927,41.0805,69.6653,93.4238,76.3732
68.7688,49.0172,57.6905,24.9503,26.2161,-1.4523,1182.8727,7.3197,7.2705,41.054,69.6569,93.4131,76.3894
68.8689,49.047,57.7393,24.951,26.2269,-1.4645,1182.6956,7.323,7.2726,41.0494,69.5659,93.4047,76.3674
68.969,49.0781,57.7608,24.9322,26.2297,-1.4393,1182.5567,7.3071,7.2867,41.0425,69.5588,93.4035,76.3619
69.0691,49.1861,57.8528,24.9507,26.2279,-1.4361,1182.052,7.3427,7.2813,41.0177,69.3981,93.3582,76.3269
69.1692,49.2111,57.8797,24.9714,26.2489,-1.459,1181.8677,7.3172,7.2827,40.9856,69.3572,93.3372,76.3144
69.2693,49.2219,57.8846,24.9598,26.2483,-1.436,1181.8492,7.3186,7.2725,40.999,69.3433,93.3414,76.319
69.3694,49.2627,57.921,24.9642,26.2362,-1.4364,1181.607,7.3208,7.2828,40.9885,69.264,93.3215,76.323
69.4695,49.3087,58.0005,24.9856,26.2744,-1.4366,1181.1901,7.3122,7.2787,40.9625,69.1464,93.2929,76.2742
69.5696,49.5093,58.1786,25.0265,26.2893,-1.4438,1180.223,7.3185,7.2691,40.9098,68.8836,93.2212,76.2009
69.6697,49.6082,58.2698,25.0343,26.3072,-1.4263,1179.6918,7.329,7.2712,40.8809,68.7384,93.1701,76.148
69.7698,49.6426,58.3004,25.0457,26.3064,-1.4415,1179.4688,7.3222,7.2712,40.8684,68.6688,93.1745,76.1367
69.8699,49.6754,58.3382,25.0159,26.3095,-1.4477,1179.35,7.3096,7.2795,40.8731,68.648,93.1548,76.1478
69.97,49.711,58.3818,25.0505,26.324,-1.4495,1179.107,7.3345,7.2765,40.8519,68.5654,93.1421,76.0981
70.0701,49.9973,58.6343,25.077,26.3608,-1.4223,1177.7026,7.3253,7.2745,40.7619,68.2001,93.0395,76.0155
70.1702,50.0459,58.6949,25.0916,26.3514,-1.4316,1177.5221,7.3128,7.2694,40.7538,68.1294,93.0189,75.99
70.2703,50.0347,58.6951,25.0991,26.3501,-1.4343,1177.5127,7.3385,7.2597,40.7576,68.1287,93.0197,76.0032
70.3704,50.1533,58.8034,25.1087,26.366,-1.4297,1176.9436,7.3144,7.2704,40.6989,67.9575,92.9836,75.9484
70.4705,50.2021,58.8695,25.1164,26.3947,-1.4403,1176.6174,7.3192,7.2661,40.6917,67.8762,92.9421,75.9555
70.5706,50.4182,59.0474,25.1677,26.4319,-1.4252,1175.6779,7.3001,7.2441,40.629,67.5999,92.8993,75.8422
70.6707,50.4894,59.1435,25.1799,26.4479,-1.4106,1175.3015,7.3234,7.2753,40.6203,67.4866,92.873,75.8008
70.7708,50.5224,59.171,25.1511,26.442,-1.4239,1175.1897,7.3291,7.2706,40.5926,67.4872,92.8665,75.801
70.8709,50.543,59.2003,25.1915,26.4218,-1.4229,1175.1364,7.3031,7.2588,40.6,67.4473,92.8488,75.8087
70.971,50.6575,59.2873,25.1741,26.4679,-1.4153,1174.724,7.3037,7.2712,40.5593,67.3325,92.8107,75.7493
71.0711,50.7949,59.4505,25.2056,26.4925,-1.4237,1174.1053,7.3315,7.2762,40.5348,67.1696,92.7576,75.6956
71.1712,50.8321,59.4879,25.2114,26.4996,-1.4281,1173.9825,7.3314,7.2803,40.5123,67.1191,92.7546,75.6804
71.2713,50.9759,59.6043,25.2317,26.5146,-1.4254,1173.5364,7.3068,7.2716,40.4968,66.9965,92.7241,75.6683
71.3714,51.3008,59.9379,25.2876,26.5663,-1.4189,1172.4183,7.2951,7.2631,40.4114,66.7214,92.6396,75.5482
71.4715,51.3379,59.9792,25.2996,26.552,-1.4156,1172.251,7.3293,7.2704,40.3827,66.6561,92.6277,75.5396
71.5716,51.384,60.0266,25.3052,26.571,-1.4077,1172.1325,7.2992,7.2573,40.3829,66.6228,92.6318,75.5337
71.6717,51.4305,60.0687,25.3108,26.5732,-1.4089,1172.0068,7.3148,7.255,40.3903,66.5898,92.6274,75.5192
71.7718,51.4354,60.0436,25.3073,26.5706,-1.42,1171.9992,7.3109,7.2727,40.4068,66.5942,92.6071,75.5265
71.8719,51.4616,60.0935,25.3122,26.5805,-1.4018,1171.9026,7.3248,7.2625,40.3769,66.5532,92.5718,75.4978
71.972,51.4996,60.1288,25.317,26.5672,-1.4002,1171.7847,7.322,7.2664,40.3739,66.5336,92.5896,75.497
72.0721,51.6276,60.2354,25.3342,26.5897,-1.3914,1171.3808,7.3088,7.2597,40.3175,66.417,92.573,75.4685
72.1722,51.6671,60.2773,25.3491,26.6037,-1.3886,1171.3032,7.3107,7.2838,40.3187,66.4044,92.5354,75.4628
72.2723,51.748,60.3792,25.3544,26.6232,-1.3983,1170.9525,7.3198,7.262,40.2906,66.3367,92.5395,75.4227
72.3724,51.8734,60.5189,25.3671,26.6451,-1.3999,1170.5434,7.3056,7.2539,40.2743,66.2392,92.5026,75.4058
72.4725,52.1521,60.8063,25.4243,26.69,-1.3947,1169.6938,7.2981,7.2598,40.205,66.0318,92.4411,75.3499
72.5726,52.3294,60.9577,25.4348,26.7058,-1.3844,1169.1759,7.3131,7.2671,40.1901,65.9159,92.4065,75.2906
72.6727,52.3744,61.0118,25.4525,26.7066,-1.3826,1169.0167,7.3087,7.2628,40.1992,65.8635,92.3976,75.2757
72.7728,52.4165,61.0441,25.4618,26.7052,-1.3919,1168.9598,7.2957,7.2316,40.1597,65.8589,92.3934,75.2501
72.8729,52.408,61.0379,25.449,26.7085,-1.3717,1168.9689,7.318,7.2389,40.1967,65.8765,92.3976,75.2708
72.973,52.4415,61.0684,25.4542,26.7376,-1.3731,1168.8133,7.3105,7.2506,40.1803,65.8383,92.3743,75.2546
73.0731,52.5948,61.2283,25.4922,26.7549,-1.3852,1168.2273,7.3059,7.2646,40.1491,65.6948,92.3273,75.2086
73.1732,52.678,61.2834,25.4844,26.7491,-1.3868,1168.053,7.3148,7.2453,40.109,65.6426,92.3153,75.1969
73.2733,52.7743,61.4197,25.5149,26.7774,-1.3715,1167.6244,7.3229,7.2487,40.1105,65.5443,92.3075,75.1412
73.3734,52.8951,61.5264,25.5264,26.7911,-1.3868,1167.2501,7.2995,7.2761,40.0834,65.4375,92.2709,75.1309
73.4735,53.1889,61.824,25.5852,26.8345,-1.377,1166.0569,7.3066,7.2442,40.0101,65.1451,92.1789,75.0471
73.5736,53.2753,61.8759,25.5671,26.8211,-1.364,1165.7295,7.2857,7.2488,39.9817,65.0759,92.1733,75.0175
73.6737,53.3001,61.9541,25.5759,26.8428,-1.3706,1165.6282,7.3173,7.2564,39.9841,65.0604,92.1436,75.0305
73.7738,53.3321,61.9354,25.5924,26.857,-1.3741,1165.5991,7.2855,7.2545,39.9839,65.0468,92.1759,75.0107
73.8739,53.3535,61.9672,25.5846,26.8312,-1.3663,1165.4274,7.3062,7.2608,39.9775,64.9996,92.1255,74.9936
73.974,53.4139,62.0419,25.6001,26.862,-1.3503,1165.1118,7.3029,7.2579,39.9533,64.9138,92.1104,74.9725
74.0741,53.6164,62.2623,25.6332,26.8929,-1.345,1164.2174,7.2878,7.2632,39.8991,64.6963,92.0288,74.9035
74.1742,53.6918,62.3461,25.6523,26.9171,-1.3449,1163.856,7.2725,7.2378,39.8912,64.5978,91.9834,74.8786
74.2743,53.9069,62.5324,25.6614,26.9567,-1.3584,1162.9927,7.298,7.2542,39.8192,64.3748,91.934,74.8059
74.3744,54.2282,62.8316,25.7269,26.9857,-1.3422,1161.6241,7.3026,7.2678,39.7486,64.0482,91.8326,74.6973
74.4745,54.3809,62.9921,25.7472,27.017,-1.3501,1160.9693,7.2975,7.2579,39.7135,63.9236,91.7826,74.6705
74.5746,54.3948,63.0083,25.7556,27.0109,-1.3499,1160.8376,7.3126,7.2546,39.7134,63.8687,91.7718,74.6483
74.6747,54.5075,63.0643,25.7683,27.0223,-1.3497,1160.4666,7.3114,7.2444,39.6883,63.7825,91.745,74.6119
74.7748,54.535,63.1262,25.7525,27.0409,-1.3292,1160.2946,7.2902,7.2498,39.6822,63.7305,91.7185,74.6104
74.8749,54.5942,63.1754,25.7757,27.0437,-1.3461,1160.0986,7.2986,7.2651,39.6584,63.6845,91.7049,74.587
74.975,54.744,63.3187,25.7939,27.068,-1.336,1159.4687,7.2959,7.241,39.6177,63.5332,91.6562,74.5304
75.0751,54.7936,63.3635,25.79,27.0659,-1.3194,1159.2606,7.2795,7.2433,39.6183,63.4778,91.6341,74.5374
75.1752,54.8105,63.4034,25.8062,27.0773,-1.3485,1159.1402,7.2902,7.2349,39.6229,63.4751,91.6289,74.5111
75.2753,54.8941,63.4915,25.8112,27.0752,-1.3085,1158.7989,7.2794,7.2609,39.5816,63.3811,91.61,74.4821
75.3754,54.9359,63.4912,25.8368,27.0813,-1.3199,1158.6794,7.2917,7.2473,39.5962,63.346,91.5727,74.4689
75.4755,55.02,63.5929,25.8307,27.0953,-1.2984,1158.3759,7.2822,7.2345,39.5789,63.2901,91.5649,74.4372
75.5756,55.2561,63.8272,25.8822,27.1319,-1.3132,1157.5159,7.3003,7.2573,39.5088,63.0898,91.5063,74.3954
75.6757,55.3271,63.8921,25.8763,27.1527,-1.3159,1157.2187,7.2892,7.2511,39.5202,63.0323,91.4777,74.3917
75.7758,55.3794,63.9366,25.9014,27.1685,-1.3054,1157.0435,7.309,7.2389,39.4953,63.003,91.4593,74.3545
75.8759,55.3773,63.9532,25.8821,27.1544,-1.3201,1157.0308,7.2893,7.2534,39.4981,62.9843,91.4604,74.367
75.976,55.507,64.0666,25.9218,27.1623,-1.3156,1156.632,7.2977,7.2495,39.4921,62.9164,91.4313,74.3282
76.0761,55.7396,64.2999,25.9211,27.2075,-1.2951,1155.788,7.2873,7.2321,39.4684,62.7376,91.3863,74.2606
76.1762,55.8735,64.4247,25.9717,27.2176,-1.3041,1155.3369,7.2827,7.2589,39.4131,62.6321,91.332,74.2421
76.2763,56.0689,64.6395,26.0006,27.2524,-1.3066,1154.6356,7.286,7.2605,39.3855,62.4768,91.2818,74.2044
76.3764,56.3519,64.8924,26.0344,27.2917,-1.2876,1153.6688,7.2978,7.2504,39.3335,62.2707,91.2099,74.1394
76.4765,56.5584,65.0962,26.072,27.3243,-1.2668,1153.0431,7.2879,7.239,39.31,62.1493,91.1583,74.0902
76.5766,56.5587,65.1003,26.0964,27.3215,-1.2962,1153.0063,7.2863,7.2316,39.2872,62.1337,91.1606,74.0812
76.6767,56.6418,65.1792,26.0883,27.3324,-1.2694,1152.8078,7.292,7.261,39.2923,62.0856,91.1585,74.0827
76.7768,56.6606,65.2096,26.085,27.3336,-1.2723,1152.6884,7.286,7.2386,39.2766,62.0749,91.155,74.0636
76.8769,56.7291,65.2946,26.1,27.356,-1.2812,1152.4585,7.2863,7.2365,39.2474,62.023,91.1077,74.054
76.977,57.0164,65.5549,26.1297,27.4069,-1.2494,1151.7032,7.2813,7.2447,39.2334,61.8741,91.0766,74.01
77.0771,57.1417,65.6866,26.1457,27.4043,-1.2684,1151.2685,7.2965,7.2208,39.2214,61.7853,91.0282,73.9689
77.1772,57.1788,65.7248,26.1586,27.4216,-1.2688,1151.1937,7.2801,7.2316,39.2101,61.7714,91.0246,73.9713
77.2773,57.2015,65.739,26.1653,27.4166,-1.2401,1151.1512,7.2741,7.2398,39.2023,61.7546,91.0297,73.975
77.3774,57.3281,65.8448,26.1717,27.4383,-1.2503,1150.8435,7.2813,7.2307,39.1742,61.7069,90.9904,73.9255
77.4775,57.6629,66.1565,26.2415,27.4699,-1.2473,1150.0491,7.2769,7.2434,39.1449,61.5598,90.9323,73.8675
77.5776,57.6962,66.2219,26.2517,27.5034,-1.2332,1149.918,7.292,7.2484,39.1236,61.5296,90.9437,73.8606
77.6777,57.8767,66.4045,26.2717,27.5187,-1.2399,1149.4607,7.2912,7.2442,39.1108,61.4197,90.9096,73.8178
77.7778,58.0328,66.5536,26.2879,27.5357,-1.2328,1149.0147,7.278,7.251,39.0668,61.3562,90.8705,73.7928
77.8779,58.1323,66.6394,26.3099,27.5598,-1.2379,1148.7251,7.291,7.2235,39.057,61.2999,90.8565,73.7819
77.978,58.1599,66.6805,26.3173,27.5752,-1.2265,1148.6152,7.2695,7.2378,39.0439,61.272,90.8425,73.7466
78.0781,58.4074,66.9004,26.342,27.6085,-1.2343,1147.8396,7.2923,7.2363,39.0059,61.1237,90.7983,73.6956
78.1782,58.4147,66.9155,26.365,27.5923,-1.2021,1147.8023,7.2877,7.2384,38.9967,61.127,90.7864,73.6995
78.2783,58.5493,67.069,26.3703,27.6271,-1.2156,1147.28,7.267,7.2392,38.956,61.0118,90.7413,73.6613
78.3784,59.0104,67.5269,26.4446,27.7025,-1.2106,1145.5212,7.2777,7.2425,38.8701,60.6522,90.605,73.4807
78.4785,59.1419,67.6085,26.4655,27.6977,-1.2001,1145.0443,7.2694,7.2272,38.8301,60.5679,90.5743,73.4511
78.5786,59.1612,67.6671,26.4761,27.7216,-1.2102,1144.9277,7.2545,7.227,38.8378,60.5345,90.568,73.4417
78.6787,59.2407,67.7415,26.4707,27.717,-1.1924,1144.6902,7.2922,7.2491,38.8257,60.4877,90.5304,73.4311
78.7788,59.228,67.7577,26.4829,27.7134,-1.2021,1144.6,7.2655,7.2124,38.8079,60.4835,90.5373,73.4036
78.8789,59.3316,67.8403,26.4932,27.7094,-1.1806,1144.2807,7.2773,7.2315,38.8102,60.431,90.5058,73.3839
78.979,59.5415,68.0783,26.5079,27.7572,-1.1721,1143.4735,7.2652,7.2303,38.7507,60.2815,90.4437,73.3118
79.0791,59.6445,68.1536,26.5318,27.7753,-1.1955,1143.1637,7.2593,7.2212,38.707,60.1966,90.4161,73.2776
79.1792,59.6973,68.1835,26.535,27.7836,-1.1851,1143.0563,7.268,7.2242,38.7048,60.1848,90.4138,73.2836
79.2793,59.7055,68.2186,26.5286,27.7782,-1.1703,1142.9705,7.2775,7.22,38.7241,60.1508,90.399,73.2796
79.3794,59.8066,68.319,26.5546,27.7992,-1.173,1142.68,7.2729,7.2443,38.6942,60.1404,90.3752,73.2531
79.4795,60.1239,68.6266,26.6085,27.8575,-1.1497,1141.5819,7.2607,7.2119,38.6182,59.9013,90.2777,73.1533
79.5796,60.3132,68.7989,26.6476,27.8789,-1.1583,1141.0391,7.2638,7.243,38.5631,59.8028,90.2517,73.1187
79.6797,60.393,68.8973,26.6442,27.8878,-1.1318,1140.7949,7.2596,7.2159,38.5562,59.7663,90.2609,73.086
79.7798,60.4058,68.8771,26.6521,27.8799,-1.1376,1140.7403,7.256,7.2323,38.5779,59.7261,90.2468,73.0852
79.8799,60.4359,68.9674,26.6597,27.8916,-1.1481,1140.6073,7.2755,7.2404,38.556,59.7106,90.2212,73.0719
79.98,60.658,69.1266,26.6673,27.9356,-1.1451,1140.0647,7.2682,7.2401,38.5371,59.6313,90.1875,73.0277
80.0801,60.9828,69.4878,26.7317,27.981,-1.1108,1139.0489,7.2676,7.2425,38.4861,59.4412,90.1181,72.9383
80.1802,61.0619,69.5551,26.7433,28.0075,-1.114,1138.8131,7.2607,7.2369,38.473,59.4056,90.0927,72.9111
80.2803,61.0959,69.5974,26.7623,28.0111,-1.106,1138.6887,7.252,7.2304,38.4612,59.3703,90.0907,72.9012
80.3804,61.2493,69.724,26.7685,28.0436,-1.1157,1138.3395,7.2511,7.2178,38.4237,59.3159,90.0708,72.8794
80.4805,61.6475,70.1208,26.8394,28.069,-1.0942,1137.3164,7.2417,7.2124,38.384,59.1236,89.9899,72.8072
80.5806,61.786,70.2547,26.8506,28.0884,-1.0888,1136.9795,7.2484,7.2211,38.3625,59.0751,89.9628,72.7887
80.6807,61.8558,70.3377,26.8634,28.1104,-1.104,1136.8132,7.2476,7.2025,38.3514,59.0325,89.9304,72.7651
80.7808,61.8566,70.327,26.8576,28.1137,-1.0946,1136.8171,7.2541,7.2234,38.352,59.0486,89.9428,72.7689
80.8809,61.9073,70.3539,26.8919,28.1307,-1.0871,1136.6982,7.2655,7.232,38.3545,59.0219,89.9356,72.7569
80.981,61.997,70.4985,26.8964,28.1392,-1.1036,1136.3653,7.2524,7.2321,38.3255,58.9656,89.8977,72.7402
81.0811,62.3913,70.871,26.9449,28.2022,-1.081,1135.3879,7.2773,7.2127,38.2685,58.7976,89.8381,72.6517
81.1812,62.4965,70.9624,26.9656,28.1954,-1.0774,1135.0836,7.2602,7.2183,38.2513,58.7383,89.8081,72.6134
81.2813,62.7916,71.2682,27.0133,28.2588,-1.0654,1134.341,7.2579,7.2168,38.2061,58.6057,89.7713,72.5538
81.3814,63.5313,72.0146,27.1294,28.3884,-1.0232,1132.2994,7.2355,7.2166,38.0951,58.2546,89.6006,72.3788
81.4815,63.5449,72.0092,27.1236,28.3629,-1.0359,1132.3,7.2535,7.2152,38.098,58.2547,89.6025,72.3789
81.5816,63.6196,72.0876,27.1165,28.3675,-1.0287,1132.1068,7.2657,7.2104,38.0748,58.213,89.5688,72.3636
81.6817,63.6728,72.1423,27.1507,28.387,-1.0158,1131.9529,7.2519,7.2265,38.0869,58.1861,89.5554,72.3593
81.7818,64.2004,72.6696,27.2264,28.4676,-1.0028,1130.4947,7.2585,7.1965,38.0001,57.9564,89.4653,72.2474
81.8819,64.3321,72.7731,27.2375,28.4706,-0.9592,1130.1842,7.2574,7.2209,37.9739,57.8866,89.4437,72.2108
81.982,64.5708,73.034,27.2678,28.5195,-0.9777,1129.5271,7.2442,7.221,37.9538,57.7739,89.3899,72.1761
82.0821,64.8948,73.3368,27.3015,28.5572,-0.9831,1128.6917,7.2544,7.2146,37.9033,57.6604,89.3222,72.1123
82.1822,64.9551,73.4099,27.3367,28.5523,-0.9674,1128.4982,7.227,7.1985,37.8955,57.6119,89.3071,72.1137
82.2823,65.0231,73.4412,27.3278,28.5993,-0.9772,1128.3594,7.2507,7.1984,37.9071,57.5815,89.2869,72.1102
82.3824,65.0489,73.5069,27.3392,28.5945,-0.9608,1128.2598,7.2524,7.1887,37.9026,57.5698,89.2794,72.0877
82.4825,65.4577,73.9074,27.4072,28.6551,-0.9406,1127.2269,7.2471,7.2189,37.8458,57.3971,89.2131,72.0181
82.5826,65.6724,74.1082,27.4561,28.6809,-0.9492,1126.619,7.2434,7.2277,37.8253,57.2948,89.1535,71.9951
82.6827,65.6733,74.1199,27.4543,28.6648,-0.9273,1126.6165,7.2371,7.2013,37.8042,57.3028,89.1587,71.9627
82.7828,65.6727,74.1172,27.4514,28.6827,-0.9318,1126.6209,7.2423,7.1899,37.8129,57.2938,89.1725,71.9858
82.8829,65.8106,74.266,27.4623,28.7001,-0.9442,1126.2822,7.2484,7.2163,37.7801,57.2388,89.145,71.9283
82.983,65.9996,74.4524,27.4861,28.7272,-0.8954,1125.7692,7.2331,7.2043,37.7957,57.1813,89.0856,71.9329
83.0831,66.4462,74.869,27.5444,28.7947,-0.8801,1124.7039,7.2465,7.2238,37.7302,57.0173,89.0156,71.8109
83.1832,66.6987,75.1165,27.582,28.816,-0.8636,1124.0707,7.2364,7.2104,37.6889,56.8968,88.9524,71.7846
83.2833,66.7948,75.2282,27.6048,28.8316,-0.876,1123.8061,7.2325,7.2183,37.6731,56.8629,88.9386,71.7515
83.3834,66.8095,75.2399,27.6134,28.8501,-0.8838,1123.7648,7.2253,7.195,37.6732,56.8406,88.938,71.7543
83.4835,67.3506,75.7545,27.6821,28.9199,-0.8566,1122.5111,7.2228,7.1909,37.5915,56.6704,88.8577,71.6525
83.5836,67.4874,75.8907,27.7031,28.9647,-0.839,1122.1986,7.218,7.1995,37.5795,56.6116,88.8328,71.6285
83.6837,67.5681,75.9733,27.738,28.9676,-0.8387,1121.9758,7.2331,7.2083,37.544,56.5766,88.8005,71.5981
83.7838,67.6024,75.9892,27.7221,28.9636,-0.8446,1121.962,7.2312,7.1987,37.5714,56.5817,88.8167,71.5963
83.8839,67.6636,76.0773,27.7427,28.9709,-0.8521,1121.7792,7.2415,7.2062,37.5471,56.5261,88.7872,71.5812
83.984,67.8013,76.2189,27.7484,29.0085,-0.8461,1121.4362,7.2425,7.2081,37.5072,56.4919,88.7422,71.5619
84.0841,68.2135,76.6132,27.8076,29.0684,-0.8123,1120.3976,7.2266,7.2033,37.4725,56.3401,88.6805,71.4578
84.1842,68.3899,76.7902,27.8618,29.0933,-0.8004,1119.9448,7.2263,7.2068,37.4477,56.2414,88.644,71.4154
