hemodynamics hb value,bgDO2,caSys_pCO2,cvSys_pCO2,cvSys_pO2,caSys_HCO3,cvSys_HCO3,cvSys_O2sat,hb,caSys_pH,cvSys_pH,caSys_pO2,caSys_BE,caSys_O2sat
13.8589,1369.3083,32.7652,42.0978,52.0145,22.504,23.8817,86.2086,13.6807,7.4602,7.3708,260.0193,-1.293,99.8352
13.8739,1369.3076,32.7722,42.097,52.0107,22.5002,23.8746,86.2062,13.6917,7.4465,7.3815,260.0291,-1.2807,99.8168
13.8889,1369.3076,32.7503,42.1022,52.0201,22.5212,23.8722,86.1939,13.6825,7.4529,7.378,260.0314,-1.2802,99.8046
13.9039,1369.3106,32.7694,42.1025,52.0158,22.4959,23.8718,86.1915,13.6843,7.4524,7.3671,259.9847,-1.3089,99.8111
13.9189,1369.323,32.7776,42.0872,52.0214,22.5164,23.8765,86.1979,13.6731,7.4528,7.3795,260.0099,-1.2909,99.819
13.9339,1369.3041,32.7876,42.0967,52.0202,22.5068,23.8675,86.1903,13.6872,7.461,7.3762,260.0289,-1.2924,99.8118
13.9489,1369.3008,32.7667,42.1113,52.0146,22.4993,23.8969,86.1888,13.6824,7.4711,7.3959,260.0164,-1.2973,99.8175
13.964,1369.2989,32.7476,42.0932,52.0336,22.5029,23.8874,86.1969,13.6828,7.4417,7.3721,260.0246,-1.2958,99.8224
13.979,1369.3247,32.7704,42.094,52.021,22.4944,23.8652,86.2182,13.684,7.4525,7.3944,260.0242,-1.2798,99.8149
13.994,1369.3112,32.7899,42.1037,52.007,22.5079,23.8672,86.2038,13.6826,7.4771,7.37,260.0109,-1.3007,99.8045
14.009,1369.3029,32.768,42.1074,52.0473,22.506,23.8787,86.21,13.6832,7.4545,7.3708,260.0186,-1.2831,99.8184
14.024,1369.3405,32.7584,42.1131,52.0287,22.5163,23.8875,86.1933,13.6731,7.4705,7.3855,260.0128,-1.2966,99.8264
14.039,1369.3055,32.7727,42.0918,52.0207,22.5278,23.8735,86.2,13.6823,7.4592,7.3873,260.0157,-1.2853,99.8337
14.0541,1369.3097,32.7506,42.0968,52.025,22.5189,23.8668,86.2237,13.6849,7.4691,7.3778,260.0125,-1.2803,99.8218
14.0691,1369.3083,32.7633,42.106,52.0308,22.5071,23.8831,86.1966,13.6616,7.4637,7.3569,260.0168,-1.2796,99.8262
14.0841,1369.2972,32.78,42.1104,52.017,22.503,23.881,86.2268,13.6912,7.4731,7.3801,260.0171,-1.2757,99.8189
14.0991,1369.2894,32.7739,42.0905,52.0276,22.5171,23.8767,86.1926,13.6844,7.4608,7.3806,260.0292,-1.2876,99.8168
14.1141,1369.2932,32.7516,42.0889,52.0073,22.5043,23.8754,86.1987,13.6938,7.4649,7.3572,260.0128,-1.2925,99.8292
14.1291,1369.3109,32.7737,42.0924,52.0164,22.5037,23.8861,86.1924,13.6713,7.4502,7.3827,260.0275,-1.2877,99.808
14.1441,1369.3063,32.7671,42.107,52.0431,22.5166,23.8782,86.189,13.6748,7.4543,7.3759,260.0235,-1.2995,99.8277
14.1592,1369.3192,32.7743,42.1077,52.0218,22.522,23.8825,86.2043,13.6911,7.4835,7.3841,260.03,-1.2792,99.8203
14.1742,1369.3195,32.7782,42.0927,52.0296,22.5199,23.8993,86.2163,13.6716,7.4524,7.3784,260.0345,-1.2879,99.8311
14.1892,1369.2995,32.7694,42.0981,52.0168,22.5113,23.8866,86.1963,13.6686,7.4498,7.3731,260.0243,-1.2919,99.8082
14.2042,1369.2925,32.7724,42.1106,52.0115,22.5065,23.8988,86.1956,13.6702,7.459,7.3915,260.0225,-1.286,99.8116
14.2192,1369.3113,32.7651,42.1033,52.0217,22.5003,23.8843,86.2084,13.6877,7.4525,7.3711,260.0268,-1.2893,99.8168
14.2342,1369.3208,32.7614,42.108,52.0309,22.511,23.8806,86.1966,13.6755,7.4626,7.3733,260.0405,-1.2952,99.8209
14.2492,1369.3096,32.7906,42.0947,52.0116,22.522,23.8759,86.1867,13.667,7.4528,7.3752,260.0391,-1.2979,99.827
14.2643,1369.321,32.7598,42.0978,52.0111,22.5168,23.8697,86.2116,13.6679,7.471,7.3859,260.0216,-1.279,99.831
14.2793,1369.3202,32.7709,42.1084,52.0291,22.5015,23.8882,86.2039,13.6935,7.4446,7.3937,260.0231,-1.2768,99.8135
14.2943,1369.2958,32.7676,42.1165,52.0168,22.5225,23.8751,86.2056,13.6899,7.4512,7.3997,260.0119,-1.2912,99.8251
14.3093,1369.3104,32.7995,42.112,52.0181,22.5059,23.8771,86.1977,13.685,7.4581,7.3834,260.0219,-1.2936,99.8225
14.3243,1369.332,32.7755,42.1017,52.0215,22.5338,23.8766,86.1995,13.6807,7.4722,7.3711,260.0324,-1.2828,99.8262
14.3393,1369.326,32.7647,42.0988,52.0139,22.5142,23.8529,86.1991,13.6918,7.4636,7.3835,260.0301,-1.2818,99.8126
14.3544,1369.3085,32.7501,42.0986,52.0279,22.5037,23.8936,86.194,13.6746,7.4721,7.3852,260.0264,-1.3022,99.8225
14.3694,1369.2913,32.7602,42.079,52.0274,22.5279,23.878,86.1948,13.6719,7.4558,7.3805,260.0066,-1.2907,99.8368
14.3844,1369.3033,32.7517,42.0995,52.0291,22.5096,23.8882,86.1829,13.6793,7.4649,7.3815,260.0266,-1.2842,99.8407
14.3994,1369.3094,32.7749,42.1028,52.0207,22.5174,23.8715,86.2034,13.6771,7.463,7.3877,260.018,-1.2959,99.8222
14.4144,1369.3215,32.7592,42.0935,52.0118,22.5131,23.8802,86.2182,13.6889,7.4616,7.3743,260.033,-1.2924,99.8282
14.4294,1369.298,32.7676,42.1007,52.0181,22.4991,23.8739,86.1969,13.6599,7.4559,7.3783,260.0286,-1.2947,99.8142
14.4444,1369.3168,32.7781,42.1035,52.028,22.5094,23.873,86.2117,13.6975,7.4561,7.3548,260.0238,-1.2983,99.8176
14.4595,1369.309,32.7732,42.0887,52.0099,22.5272,23.8683,86.2046,13.6612,7.459,7.3652,260.024,-1.2992,99.8174
14.4745,1369.3137,32.7722,42.0974,52.0014,22.5002,23.8672,86.1932,13.6776,7.4488,7.3738,260.0269,-1.3065,99.8315
14.4895,1369.303,32.761,42.1044,52.0048,22.5085,23.8846,86.2118,13.695,7.4532,7.3904,260.0069,-1.2893,99.8251
14.5045,1485.3136,32.0553,41.536,54.2141,22.4127,23.7791,87.5585,14.9079,7.4481,7.3715,257.3758,-1.2589,99.814
14.5195,1485.3064,32.0869,41.5416,54.2168,22.403,23.7991,87.5719,14.8836,7.4728,7.3864,257.3957,-1.2736,99.8284
14.5345,1485.3253,32.0713,41.547,54.241,22.4084,23.8022,87.563,14.9052,7.4806,7.3717,257.3848,-1.257,99.8154
14.5495,1485.3338,32.052,41.54,54.2172,22.3959,23.7877,87.5728,14.9039,7.4605,7.3685,257.3981,-1.2732,99.8275
14.5646,1485.3102,32.0644,41.5393,54.2257,22.4055,23.7787,87.5585,14.8885,7.4647,7.3809,257.3876,-1.2564,99.8397
14.5796,1485.3151,32.0479,41.5361,54.2328,22.3935,23.7735,87.5609,14.9012,7.4655,7.3495,257.4096,-1.2748,99.819
14.5946,1485.3193,32.0573,41.5458,54.2233,22.4256,23.7884,87.5442,14.897,7.4823,7.3528,257.4099,-1.2738,99.8426
14.6096,1485.3173,32.0718,41.536,54.2136,22.4069,23.7977,87.5634,14.9039,7.4787,7.3734,257.384,-1.2613,99.8127
14.6246,1485.3129,32.0561,41.5342,54.1978,22.3943,23.7925,87.5504,14.8747,7.4861,7.3609,257.4027,-1.2665,99.8378
14.6396,1485.3197,32.0543,41.5331,54.2413,22.3975,23.802,87.5521,14.9059,7.4801,7.3824,257.397,-1.2667,99.8045
14.6547,1485.3183,32.0407,41.5493,54.2203,22.4105,23.7936,87.5699,14.9038,7.4671,7.3793,257.4049,-1.2616,99.8192
14.6697,1485.3272,32.0561,41.5577,54.2349,22.3835,23.7991,87.5628,14.885,7.4629,7.3756,257.3927,-1.2678,99.8212
14.6847,1485.3242,32.0693,41.5413,54.2325,22.4261,23.7984,87.5511,14.9061,7.4739,7.3814,257.3995,-1.2548,99.8171
14.6997,1485.3246,32.0749,41.5188,54.2179,22.4134,23.8045,87.5629,14.9016,7.4677,7.3613,257.395,-1.2394,99.8167
14.7147,1485.3403,32.0455,41.5267,54.2282,22.4202,23.7729,87.5659,14.9106,7.4874,7.3647,257.402,-1.2705,99.8282
14.7297,1485.3315,32.0528,41.5139,54.2255,22.4154,23.78,87.5561,14.9068,7.4568,7.3782,257.3995,-1.2764,99.8217
14.7447,1485.3233,32.06,41.5419,54.2305,22.3883,23.7992,87.5587,14.903,7.4661,7.3722,257.4084,-1.27,99.8075
14.7598,1485.3286,32.0657,41.542,54.2177,22.4,23.7959,87.5659,14.9071,7.4727,7.3838,257.4059,-1.279,99.8179
14.7748,1485.3163,32.0673,41.5546,54.2122,22.4014,23.7873,87.562,14.9033,7.4651,7.3898,257.3989,-1.2722,99.8284
14.7898,1485.3241,32.0615,41.5356,54.2372,22.3949,23.7833,87.5575,14.9004,7.4809,7.3795,257.3902,-1.2729,99.8115
14.8048,1485.3066,32.0538,41.5541,54.2122,22.4043,23.7842,87.5623,14.8959,7.4734,7.3867,257.3927,-1.2653,99.8221
14.8198,1485.3142,32.0663,41.5298,54.2199,22.4089,23.7821,87.5643,14.894,7.4702,7.3551,257.3893,-1.2629,99.8179
14.8348,1485.3204,32.0805,41.5561,54.2057,22.4142,23.786,87.5549,14.8868,7.4749,7.3882,257.4045,-1.2731,99.8134
14.8498,1485.3311,32.0522,41.5369,54.2263,22.3905,23.7832,87.5538,14.9013,7.4813,7.3933,257.3917,-1.2806,99.8209
14.8649,1485.306,32.0585,41.5467,54.2236,22.4044,23.8016,87.5389,14.8909,7.4722,7.376,257.3863,-1.2795,99.8209
14.8799,1485.3305,32.0557,41.537,54.2109,22.3901,23.7871,87.5701,14.8886,7.4647,7.384,257.4077,-1.2563,99.8363
14.8949,1485.3219,32.0534,41.5308,54.2155,22.3982,23.7846,87.5628,14.8767,7.4742,7.3732,257.402,-1.2658,99.8204
14.9099,1485.3173,32.0601,41.5341,54.2096,22.4065,23.7988,87.5637,14.916,7.482,7.3837,257.3934,-1.2589,99.8204
14.9249,1485.3191,32.0592,41.5497,54.2135,22.4027,23.7832,87.5578,14.8923,7.4591,7.3831,257.4072,-1.2792,99.8322
14.9399,1485.3264,32.0688,41.5473,54.2461,22.3896,23.7914,87.551,14.8829,7.4714,7.3848,257.4048,-1.2623,99.8248
14.955,1485.3211,32.0692,41.5449,54.2269,22.4223,23.7857,87.5697,14.9132,7.4616,7.3917,257.3892,-1.2779,99.8367
14.97,1485.3247,32.0751,41.5426,54.2154,22.412,23.7764,87.5564,14.9019,7.4658,7.3704,257.3945,-1.2622,99.8284
14.985,1485.3213,32.0755,41.5531,54.2212,22.4006,23.7943,87.5613,14.9264,7.4978,7.3703,257.3986,-1.2708,99.8216
15.0,1485.308,32.0482,41.5408,54.2069,22.4032,23.8005,87.5647,14.8982,7.4726,7.385,257.4003,-1.2719,99.8002
15.015,1485.3289,32.0535,41.5399,54.2296,22.4047,23.8017,87.5679,14.8997,7.4737,7.3779,257.3783,-1.2845,99.8421
15.03,1485.3104,32.05,41.548,54.2171,22.3978,23.7817,87.5518,14.9057,7.4856,7.383,257.4,-1.2598,99.8114
15.045,1485.3175,32.0656,41.5541,54.2325,22.4167,23.7881,87.5711,14.8959,7.4689,7.3589,257.3898,-1.2635,99.8051
15.0601,1485.3101,32.0584,41.5447,54.2311,22.3916,23.7973,87.5587,14.9038,7.4624,7.3796,257.4013,-1.2866,99.8356
15.0751,1485.3131,32.0446,41.5453,54.2182,22.3898,23.7822,87.5576,14.9045,7.4789,7.3742,257.3876,-1.2653,99.8151
15.0901,1485.3177,32.0642,41.5457,54.2015,22.4095,23.7686,87.5674,14.8905,7.4777,7.3732,257.4005,-1.2707,99.8314
15.1051,1485.3229,32.0759,41.5404,54.2259,22.3976,23.8005,87.5473,14.8957,7.4476,7.3857,257.4124,-1.2669,99.8032
15.1201,1485.3159,32.0644,41.5464,54.2123,22.3886,23.7758,87.5736,14.9,7.4642,7.4037,257.415,-1.2673,99.8272
15.1351,1485.3158,32.0471,41.5343,54.2271,22.38,23.7968,87.5445,14.8942,7.4672,7.3875,257.3997,-1.2609,99.8171
15.1502,1485.3185,32.0799,41.5478,54.2158,22.3967,23.7911,87.5737,14.9038,7.4704,7.3812,257.3927,-1.2774,99.8134
15.1652,1485.3594,32.0659,41.553,54.2202,22.4115,23.7834,87.574,14.8978,7.4852,7.3768,257.4109,-1.2744,99.815
15.1802,1485.3175,32.053,41.527,54.232,22.3912,23.8052,87.5751,14.8994,7.4664,7.3906,257.4087,-1.2668,99.8166
15.1952,1485.327,32.0581,41.5502,54.2307,22.4124,23.7802,87.5581,14.9062,7.4623,7.382,257.408,-1.2456,99.8222
15.2102,1485.3141,32.0648,41.5448,54.2279,22.4203,23.7936,87.5719,14.9089,7.4687,7.3813,257.3896,-1.283,99.8094
15.2252,1485.3225,32.0573,41.5335,54.2036,22.3972,23.766,87.565,14.9109,7.4643,7.383,257.4154,-1.2902,99.8201
15.2402,1485.3259,32.0601,41.5491,54.2175,22.3994,23.7886,87.5854,14.9111,7.4666,7.3903,257.3951,-1.2731,99.8212
15.2553,1485.3339,32.0613,41.5318,54.2217,22.4071,23.788,87.5437,14.8982,7.4662,7.3496,257.3999,-1.2715,99.8287
15.2703,1485.2938,32.0525,41.5416,54.2126,22.3967,23.7876,87.5725,14.9052,7.4912,7.3732,257.3979,-1.2684,99.8277
15.2853,1485.3378,32.0559,41.546,54.2183,22.412,23.8017,87.5572,14.8953,7.4731,7.382,257.4199,-1.267,99.822
15.3003,1485.3107,32.0672,41.5371,54.2231,22.4189,23.7909,87.5644,14.9007,7.4483,7.3735,257.3799,-1.2678,99.8321
15.3153,1485.3252,32.055,41.5394,54.2274,22.3981,23.7724,87.5623,14.8953,7.4668,7.3827,257.4071,-1.2713,99.8186
15.3303,1485.3324,32.0647,41.5143,54.2091,22.3865,23.7882,87.5564,14.9055,7.4913,7.3784,257.3921,-1.2695,99.8204
15.3453,1485.3077,32.0564,41.535,54.2003,22.3778,23.7752,87.5487,14.9055,7.4684,7.3816,257.4122,-1.2767,99.8227
15.3604,1485.3156,32.0621,41.5331,54.2269,22.3873,23.7896,87.5729,14.8942,7.4721,7.3755,257.4004,-1.2977,99.8335
15.3754,1485.3355,32.0715,41.5358,54.2188,22.4058,23.796,87.5527,14.91,7.4511,7.3927,257.3956,-1.2741,99.8216
15.3904,1485.3088,32.0608,41.5454,54.2424,22.4018,23.7968,87.5762,14.8985,7.4856,7.3841,257.4108,-1.2731,99.8316
15.4054,1485.3169,32.0651,41.5396,54.2178,22.3986,23.7738,87.5543,14.894,7.4841,7.3849,257.3923,-1.2618,99.8313
15.4204,1485.3243,32.0664,41.5361,54.2278,22.3744,23.7805,87.5675,14.8921,7.4902,7.3768,257.387,-1.2776,99.8329
15.4354,1485.3177,32.0691,41.541,54.2193,22.3938,23.794,87.5579,14.8996,7.4739,7.3676,257.4018,-1.2703,99.8162
15.4505,1485.3246,32.0407,41.5477,54.197,22.3945,23.7701,87.542,14.9075,7.4564,7.3855,257.3983,-1.2683,99.8073
15.4655,1485.3228,32.059,41.543,54.209,22.3916,23.7879,87.5719,14.9064,7.4833,7.3916,257.3918,-1.2732,99.8337
15.4805,1485.3105,32.0794,41.5303,54.2394,22.3935,23.8086,87.5574,14.9178,7.4729,7.3833,257.3957,-1.2663,99.8105
15.4955,1485.3218,32.0501,41.5467,54.2117,22.4063,23.7903,87.5549,14.9158,7.4709,7.3724,257.4109,-1.2672,99.8244
15.5105,1596.3157,32.0589,41.6934,55.7472,22.3992,23.8128,88.37,16.049,7.4646,7.3748,255.8596,-1.2753,99.8171
15.5255,1596.3208,32.0611,41.6597,55.7583,22.3968,23.8057,88.3704,16.0521,7.4692,7.3724,255.8826,-1.2748,99.8224
15.5405,1596.3051,32.0649,41.6737,55.7545,22.4,23.8046,88.3877,16.0549,7.4727,7.3673,255.8652,-1.2805,99.8081
15.5556,1596.3278,32.0663,41.6734,55.7438,22.4011,23.8369,88.3876,16.0567,7.4812,7.3765,255.875,-1.2693,99.83
15.5706,1596.3096,32.0685,41.6698,55.7551,22.4077,23.8204,88.394,16.0457,7.4738,7.3774,255.8694,-1.2818,99.8157
15.5856,1596.3366,32.0706,41.6645,55.7448,22.4044,23.8171,88.3957,16.0579,7.4747,7.3622,255.8585,-1.2946,99.8269
15.6006,1596.3254,32.0523,41.6598,55.7545,22.4206,23.8363,88.3938,16.0575,7.4695,7.3893,255.8752,-1.2957,99.8235
15.6156,1596.3239,32.0716,41.6745,55.7645,22.4063,23.8253,88.3924,16.0554,7.4699,7.3808,255.8459,-1.2799,99.8179
15.6306,1596.304,32.0646,41.6878,55.754,22.3861,23.8127,88.3709,16.0588,7.4785,7.3798,255.8645,-1.2789,99.8162
15.6456,1596.3123,32.0762,41.6812,55.7443,22.3967,23.8171,88.4018,16.0525,7.4685,7.3735,255.872,-1.2752,99.8045
15.6607,1596.3036,32.0771,41.6742,55.7386,22.4049,23.808,88.3758,16.0775,7.4741,7.3818,255.8575,-1.2758,99.8228
15.6757,1596.3132,32.0829,41.6631,55.7447,22.4007,23.796,88.3901,16.0483,7.4644,7.386,255.8546,-1.2928,99.8198
15.6907,1596.3079,32.0594,41.6832,55.7589,22.3945,23.8036,88.379,16.0744,7.4741,7.374,255.8566,-1.28,99.8266
15.7057,1596.3137,32.0637,41.6514,55.7479,22.396,23.8001,88.3833,16.0406,7.4719,7.361,255.8461,-1.2724,99.8207
15.7207,1596.3142,32.0786,41.6606,55.7519,22.4016,23.8077,88.3983,16.0703,7.477,7.387,255.861,-1.2917,99.8305
15.7357,1596.3285,32.0691,41.6723,55.7506,22.4118,23.8167,88.3957,16.0634,7.4793,7.3824,255.8575,-1.2864,99.8173
15.7508,1596.3056,32.0735,41.6649,55.7591,22.394,23.8072,88.4084,16.0609,7.4656,7.3851,255.865,-1.2687,99.8148
15.7658,1596.3131,32.0714,41.6654,55.7622,22.4103,23.8115,88.3901,16.0637,7.4802,7.3868,255.8694,-1.2645,99.8168
15.7808,1596.3121,32.0589,41.6744,55.7457,22.411,23.8165,88.3974,16.0586,7.4605,7.3787,255.875,-1.2633,99.8198
15.7958,1596.3026,32.0621,41.6688,55.7277,22.4008,23.8128,88.3686,16.0719,7.4736,7.3897,255.8648,-1.287,99.8266
15.8108,1596.3147,32.0638,41.6582,55.7579,22.4034,23.7932,88.3753,16.0691,7.437,7.3716,255.8574,-1.2766,99.8049
15.8258,1596.3026,32.0662,41.6754,55.7444,22.3969,23.8133,88.374,16.0762,7.4646,7.3842,255.8614,-1.2984,99.833
15.8408,1596.3122,32.0717,41.6849,55.7442,22.4191,23.827,88.3914,16.072,7.462,7.3821,255.8509,-1.2655,99.8263
15.8559,1596.3191,32.0614,41.6715,55.7577,22.3944,23.788,88.3832,16.0686,7.483,7.3683,255.8556,-1.2813,99.8195
15.8709,1596.3166,32.0742,41.6632,55.7583,22.3925,23.8097,88.3936,16.07,7.4565,7.3931,255.8632,-1.2727,99.8276
15.8859,1596.311,32.0929,41.6686,55.7436,22.3985,23.8073,88.3967,16.0757,7.4655,7.3642,255.8709,-1.2804,99.8277
15.9009,1596.3175,32.0976,41.6681,55.7454,22.3797,23.7881,88.386,16.0613,7.4899,7.3933,255.8648,-1.2754,99.8146
15.9159,1596.3341,32.0811,41.6655,55.7412,22.4121,23.8165,88.3985,16.0569,7.4605,7.3923,255.8567,-1.2937,99.8127
15.9309,1596.3193,32.068,41.6535,55.7355,22.4032,23.817,88.3881,16.052,7.4767,7.3654,255.8638,-1.2857,99.8206
15.9459,1596.2919,32.0439,41.6744,55.7617,22.4086,23.8225,88.4055,16.0555,7.4719,7.3966,255.8594,-1.2717,99.8221
15.961,1596.3018,32.0609,41.6847,55.7642,22.4126,23.8125,88.3891,16.069,7.4637,7.3833,255.8586,-1.2751,99.8393
15.976,1596.3185,32.0739,41.68,55.7395,22.4067,23.8128,88.3938,16.0655,7.4838,7.3769,255.8502,-1.2906,99.8106
15.991,1596.314,32.071,41.6629,55.7302,22.4077,23.8045,88.4054,16.0479,7.477,7.3829,255.8584,-1.272,99.8258
16.006,1596.3238,32.0584,41.6768,55.755,22.387,23.7996,88.3788,16.0669,7.478,7.3927,255.8711,-1.2921,99.8213
16.021,1596.3075,32.0793,41.6796,55.7485,22.3917,23.8128,88.3786,16.071,7.4757,7.3813,255.863,-1.278,99.824
16.036,1596.3067,32.0656,41.6837,55.749,22.4012,23.8156,88.3981,16.0749,7.4589,7.3653,255.8717,-1.266,99.8087
16.0511,1596.3133,32.056,41.6662,55.7418,22.4073,23.8209,88.3914,16.0435,7.485,7.3859,255.8642,-1.2884,99.8115
16.0661,1596.3106,32.0737,41.6676,55.7443,22.3996,23.812,88.3866,16.053,7.4515,7.3786,255.863,-1.2833,99.8212
16.0811,1596.3336,32.0611,41.6778,55.7439,22.4035,23.8188,88.3874,16.0541,7.4665,7.3718,255.864,-1.2699,99.8362
16.0961,1596.3161,32.0725,41.6626,55.7542,22.3904,23.8185,88.3691,16.0486,7.466,7.3805,255.8684,-1.2825,99.8136
16.1111,1596.3241,32.0829,41.6439,55.7611,22.3831,23.8086,88.3636,16.0731,7.4679,7.3987,255.8533,-1.2892,99.8388
16.1261,1596.2947,32.0726,41.6613,55.7433,22.3977,23.7925,88.4083,16.0509,7.4729,7.3853,255.8497,-1.3003,99.8069
16.1411,1596.3157,32.0692,41.6576,55.7443,22.3907,23.8082,88.3649,16.0451,7.4696,7.3714,255.8528,-1.2741,99.8137
16.1562,1596.3128,32.0763,41.6774,55.746,22.4003,23.8114,88.3955,16.0698,7.4844,7.3754,255.8688,-1.278,99.8251
16.1712,1596.3104,32.0511,41.68,55.7478,22.3988,23.8076,88.3825,16.0736,7.4583,7.3632,255.8428,-1.2776,99.8187
16.1862,1596.2931,32.0655,41.6791,55.7533,22.3931,23.8197,88.3756,16.0554,7.4575,7.4007,255.858,-1.2758,99.8308
16.2012,1596.2995,32.0774,41.6662,55.7293,22.3905,23.814,88.3897,16.0501,7.4517,7.3946,255.8476,-1.3,99.8197
16.2162,1596.3076,32.0599,41.6584,55.7569,22.3992,23.8037,88.4033,16.0628,7.4657,7.3884,255.8536,-1.2682,99.8131
16.2312,1596.3077,32.0588,41.6703,55.7503,22.4189,23.8189,88.3771,16.0553,7.4823,7.3787,255.8626,-1.2975,99.8209
16.2462,1596.3047,32.0778,41.6743,55.7451,22.3978,23.8127,88.3917,16.058,7.4591,7.3918,255.8473,-1.274,99.8189
16.2613,1596.3034,32.0611,41.6763,55.7544,22.4096,23.8266,88.3966,16.0662,7.4728,7.3866,255.865,-1.2773,99.8183
16.2763,1596.3256,32.0684,41.6627,55.7574,22.3846,23.8192,88.3852,16.0746,7.4895,7.362,255.8564,-1.2887,99.8124
16.2913,1596.3083,32.0639,41.6733,55.7631,22.4042,23.8027,88.3745,16.0705,7.4813,7.3803,255.876,-1.2895,99.8302
16.3063,1596.3074,32.0684,41.6744,55.7504,22.3956,23.7942,88.3885,16.0577,7.4794,7.3736,255.8687,-1.2579,99.8085
16.3213,1596.3154,32.0694,41.6646,55.7435,22.4115,23.828,88.3989,16.0551,7.4804,7.384,255.8558,-1.301,99.8095
16.3363,1596.3203,32.0618,41.6793,55.76,22.41,23.8328,88.4007,16.062,7.467,7.3888,255.8576,-1.2933,99.8083
16.3514,1596.3143,32.0834,41.6666,55.7603,22.3982,23.8136,88.3945,16.0538,7.4691,7.3506,255.8417,-1.2847,99.8031
16.3664,1596.3224,32.0714,41.6755,55.7378,22.4038,23.8121,88.3841,16.0507,7.4859,7.3758,255.8549,-1.2802,99.8252
16.3814,1596.3139,32.075,41.6765,55.764,22.4133,23.8115,88.39,16.0516,7.477,7.3695,255.8559,-1.2895,99.8114
16.3964,1596.3049,32.0645,41.6587,55.7566,22.4053,23.8076,88.39,16.0505,7.4788,7.3744,255.8602,-1.2797,99.8274
16.4114,1596.3063,32.0482,41.6621,55.752,22.4215,23.7944,88.3956,16.0671,7.4588,7.3918,255.8548,-1.295,99.8388
16.4264,1596.3038,32.067,41.6722,55.7634,22.4054,23.7975,88.3954,16.0591,7.4664,7.3653,255.8393,-1.2733,99.8083
16.4414,1596.3083,32.0715,41.6875,55.7498,22.3851,23.7952,88.3871,16.0726,7.4737,7.3956,255.8708,-1.2665,99.8068
16.4565,1596.3139,32.0741,41.6664,55.7498,22.4152,23.811,88.4063,16.0579,7.4682,7.3632,255.8595,-1.2864,99.8134
16.4715,1596.3033,32.0688,41.6639,55.7294,22.3808,23.8159,88.3925,16.0594,7.4686,7.3657,255.8401,-1.2764,99.8207
16.4865,1596.2989,32.0708,41.6652,55.7427,22.4158,23.8243,88.3987,16.0547,7.493,7.3876,255.8582,-1.2681,99.8248
16.5015,1669.535,32.0451,41.7373,56.7085,22.4005,23.8133,88.8782,16.8112,7.4575,7.3676,254.98,-1.2842,99.8061
16.5165,1669.5273,32.0237,41.7321,56.7226,22.3979,23.8223,88.8601,16.8234,7.4669,7.3746,254.982,-1.262,99.8061
16.5315,1669.5229,32.0316,41.7126,56.7209,22.3936,23.8352,88.8868,16.8215,7.4753,7.4009,254.9804,-1.2692,99.8098
16.5465,1669.5259,32.028,41.7278,56.7421,22.396,23.8147,88.8928,16.8278,7.4825,7.3766,254.983,-1.2809,99.8039
16.5616,1669.5265,32.0375,41.7375,56.7172,22.3774,23.8104,88.8686,16.8159,7.4742,7.3833,254.9637,-1.2994,99.817
16.5766,1669.5394,32.0276,41.7166,56.7065,22.3836,23.8108,88.8652,16.8227,7.4807,7.3896,254.9683,-1.2773,99.8084
16.5916,1669.5415,32.0205,41.722,56.7335,22.395,23.8416,88.8635,16.8127,7.4853,7.3913,254.9658,-1.2791,99.8197
16.6066,1669.5302,32.0332,41.7422,56.7278,22.3842,23.783,88.8735,16.8225,7.4652,7.3876,254.9758,-1.2816,99.8069
16.6216,1669.536,32.0485,41.7435,56.7062,22.4142,23.8315,88.8832,16.8122,7.4573,7.3749,254.9767,-1.2902,99.7938
16.6366,1669.5342,32.0357,41.7179,56.7143,22.3876,23.8176,88.8759,16.8215,7.465,7.3664,254.96,-1.2975,99.8133
16.6517,1669.5358,32.0248,41.7244,56.7198,22.3861,23.7942,88.8564,16.8143,7.4721,7.3772,254.9734,-1.2756,99.812
16.6667,1669.5185,32.0301,41.7182,56.7138,22.3745,23.8061,88.8579,16.8091,7.468,7.3772,254.9849,-1.2797,99.817
16.6817,1669.5311,32.0368,41.7309,56.7201,22.3917,23.8109,88.8656,16.8151,7.4699,7.3912,254.9683,-1.2934,99.8083
16.6967,1669.5312,32.0202,41.7099,56.7176,22.4018,23.8088,88.8779,16.8151,7.4721,7.3776,254.9742,-1.2922,99.7986
16.7117,1669.5161,32.042,41.7061,56.7255,22.387,23.813,88.8583,16.8216,7.4597,7.3975,254.9721,-1.2788,99.7992
16.7267,1669.5373,32.0329,41.738,56.7157,22.3943,23.8095,88.8628,16.8152,7.4776,7.3892,254.9814,-1.2834,99.7973
16.7417,1669.5256,32.0246,41.7141,56.7181,22.3798,23.8159,88.8699,16.8173,7.4657,7.3633,254.9768,-1.2677,99.8116
16.7568,1669.5415,32.0145,41.7448,56.7252,22.4015,23.8028,88.8679,16.8223,7.4787,7.3816,254.9777,-1.2852,99.8046
16.7718,1669.5228,32.0174,41.7471,56.7078,22.3851,23.807,88.8746,16.8204,7.4819,7.368,254.9849,-1.2773,99.8091
16.7868,1669.5347,32.0261,41.7343,56.7383,22.3931,23.8069,88.8607,16.8168,7.4614,7.3951,254.9804,-1.2837,99.8127
