hemodynamics dlco value,bgDO2,caSys_pCO2,cvSys_pCO2,cvSys_pO2,caSys_pO2,caSys_HCO3,cvSys_HCO3,caSys_O2sat,cvSys_O2sat,caSys_pH,cvSys_pH,caSys_BE
63.5315,1302.5166,32.0567,41.2976,51.2608,253.6926,22.3859,23.7753,99.8126,85.748,7.4712,7.3779,-1.2609
63.6306,1302.5345,32.0687,41.3265,51.2673,253.8598,22.398,23.7563,99.8174,85.774,7.4778,7.3766,-1.247
63.7297,1302.6376,32.0678,41.2957,51.2517,254.2097,22.4108,23.7705,99.8176,85.7447,7.469,7.3741,-1.259
63.8288,1302.8291,32.0445,41.3266,51.2725,255.0627,22.3942,23.7723,99.8235,85.7755,7.4674,7.3788,-1.2623
63.9279,1302.8984,32.0486,41.319,51.2645,255.389,22.3885,23.7472,99.8166,85.7821,7.4827,7.3713,-1.24
64.027,1302.926,32.0638,41.3129,51.2672,255.4873,22.4139,23.757,99.8183,85.7797,7.4765,7.3857,-1.2598
64.1261,1302.9296,32.0767,41.3135,51.294,255.5245,22.4006,23.7584,99.8056,85.7526,7.4838,7.372,-1.2633
64.2252,1302.9503,32.0575,41.3039,51.2863,255.5735,22.3858,23.7763,99.8134,85.7648,7.4573,7.3883,-1.2694
64.3243,1302.9547,32.0464,41.3296,51.2833,255.5696,22.4243,23.7733,99.825,85.766,7.4487,7.3771,-1.2276
64.4234,1302.9314,32.049,41.3238,51.278,255.5636,22.4202,23.7696,99.8256,85.7426,7.4717,7.3756,-1.2643
64.5225,1302.9468,32.039,41.3121,51.2585,255.6055,22.4064,23.7622,99.828,85.7655,7.4471,7.3729,-1.257
64.6216,1302.9572,32.0625,41.3085,51.285,255.5938,22.3911,23.7795,99.8113,85.7641,7.4732,7.3917,-1.2746
64.7207,1302.951,32.054,41.3105,51.25,255.6639,22.4031,23.7715,99.8202,85.7524,7.4547,7.3828,-1.2618
64.8198,1302.9832,32.0564,41.3172,51.2773,255.64,22.4104,23.7493,99.821,85.7644,7.4603,7.3996,-1.2629
64.9189,1302.9746,32.0633,41.2961,51.2565,255.6568,22.3966,23.7581,99.8122,85.7635,7.4749,7.3928,-1.2635
65.018,1302.9696,32.04,41.318,51.2722,255.6512,22.401,23.754,99.8208,85.7456,7.4763,7.3617,-1.2492
65.1171,1302.9663,32.0659,41.3113,51.2687,255.6458,22.3959,23.7459,99.8227,85.7495,7.4681,7.3744,-1.2563
65.2162,1302.9847,32.0607,41.3003,51.268,255.6397,22.3968,23.76,99.8208,85.7728,7.4925,7.3857,-1.258
65.3153,1302.9583,32.0671,41.3179,51.2534,255.678,22.3912,23.7646,99.8266,85.7623,7.4763,7.368,-1.261
65.4144,1302.9766,32.0589,41.3028,51.271,255.6653,22.4073,23.7702,99.829,85.7711,7.4719,7.3919,-1.2667
65.5135,1302.964,32.0642,41.3159,51.2777,255.664,22.3965,23.7631,99.8282,85.7414,7.4623,7.377,-1.2661
65.6126,1302.9661,32.0602,41.3263,51.281,255.6659,22.4133,23.7582,99.8122,85.7574,7.4498,7.3862,-1.2536
65.7117,1302.9718,32.0535,41.3115,51.2716,255.6537,22.3788,23.7423,99.8299,85.753,7.4645,7.3826,-1.2545
65.8108,1302.9662,32.0757,41.3134,51.2588,255.648,22.4163,23.7543,99.81,85.7625,7.4651,7.3749,-1.2582
65.9099,1302.9617,32.0642,41.3101,51.2723,255.6652,22.4122,23.7465,99.8378,85.7535,7.469,7.3913,-1.2519
66.009,1302.9559,32.038,41.3053,51.2861,255.6566,22.3921,23.761,99.8232,85.7668,7.475,7.3853,-1.2684
66.1081,1302.9513,32.0584,41.3121,51.2632,255.6465,22.4169,23.7536,99.8125,85.7618,7.4592,7.3699,-1.2602
66.2072,1302.9801,32.0651,41.3197,51.2662,255.6661,22.4008,23.7659,99.806,85.7632,7.4516,7.3893,-1.2612
66.3063,1302.9709,32.0691,41.3044,51.2565,255.6863,22.4155,23.7744,99.8254,85.7524,7.4569,7.3777,-1.2655
66.4054,1302.9693,32.069,41.3114,51.271,255.6437,22.4098,23.7524,99.8122,85.7649,7.4651,7.3725,-1.2693
66.5045,1302.9579,32.0651,41.3109,51.2637,255.6472,22.3806,23.7625,99.8206,85.7862,7.468,7.3839,-1.2544
66.6036,1302.9734,32.061,41.3064,51.2815,255.6707,22.4038,23.7837,99.8448,85.7699,7.4684,7.3779,-1.2436
66.7027,1302.98,32.0591,41.3037,51.2779,255.6661,22.3944,23.7718,99.8328,85.7619,7.4619,7.3904,-1.2482
66.8018,1302.9712,32.0491,41.3098,51.274,255.6686,22.4062,23.7631,99.8303,85.7635,7.4646,7.4127,-1.2629
66.9009,1302.9901,32.0464,41.31,51.2847,255.6545,22.3965,23.751,99.8126,85.7592,7.4507,7.3625,-1.2527
67.0,1302.9726,32.0527,41.3015,51.2616,255.6557,22.3919,23.7375,99.8032,85.7689,7.454,7.3852,-1.2548
67.0991,1302.958,32.0822,41.3058,51.2763,255.6565,22.3962,23.7615,99.8186,85.7695,7.4758,7.3752,-1.2673
67.1982,1302.967,32.0554,41.3271,51.2788,255.6699,22.4044,23.7481,99.8226,85.7528,7.4699,7.3861,-1.2747
67.2973,1302.9777,32.0474,41.2993,51.2617,255.6563,22.3983,23.7596,99.8292,85.7652,7.4835,7.3815,-1.2461
67.3964,1302.9827,32.0547,41.3116,51.2765,255.6518,22.3833,23.7597,99.8226,85.7658,7.478,7.4044,-1.2473
67.4955,1302.9497,32.0525,41.3108,51.2727,255.6551,22.3891,23.7447,99.821,85.7519,7.4754,7.3914,-1.2445
67.5946,1302.9825,32.0663,41.3073,51.2919,255.6544,22.3881,23.7616,99.8187,85.7736,7.4652,7.38,-1.2462
67.6937,1302.9605,32.0529,41.3042,51.2768,255.6581,22.422,23.7562,99.8023,85.7772,7.4789,7.3833,-1.2613
67.7928,1302.9756,32.0525,41.3156,51.2753,255.6671,22.3897,23.7554,99.8422,85.738,7.4495,7.3883,-1.2676
67.8919,1302.9665,32.0677,41.3079,51.274,255.6346,22.4072,23.752,99.8103,85.7587,7.4637,7.3906,-1.2676
67.991,1302.9721,32.0664,41.2945,51.2739,255.6638,22.3969,23.7727,99.844,85.7621,7.4761,7.3738,-1.2595
68.0901,1302.9693,32.0643,41.3107,51.2831,255.6475,22.4051,23.7673,99.8218,85.7437,7.4695,7.3802,-1.248
68.1892,1302.9571,32.0595,41.2947,51.2656,255.6412,22.3987,23.7644,99.8385,85.7483,7.4888,7.4016,-1.2529
68.2883,1302.9511,32.0614,41.297,51.2732,255.6744,22.3859,23.7431,99.8187,85.767,7.4616,7.3743,-1.2627
68.3874,1302.9676,32.0571,41.3221,51.2709,255.6537,22.4104,23.7696,99.8285,85.7632,7.4644,7.3851,-1.2536
68.4865,1302.9871,32.0617,41.3227,51.2735,255.651,22.3968,23.7488,99.832,85.7435,7.4757,7.3842,-1.2477
68.5856,1302.972,32.0583,41.307,51.2781,255.632,22.3973,23.769,99.815,85.7582,7.4843,7.35,-1.2632
68.6847,1302.9445,32.0565,41.3192,51.256,255.6228,22.3818,23.7738,99.8138,85.7638,7.4626,7.3726,-1.2657
68.7838,1302.9557,32.042,41.3159,51.2709,255.6095,22.4107,23.7675,99.8127,85.7804,7.4861,7.3923,-1.2683
68.8829,1302.9614,32.0667,41.3305,51.2673,255.6009,22.3919,23.7498,99.8139,85.7637,7.4566,7.3713,-1.2497
68.982,1302.9461,32.0565,41.2946,51.2825,255.5708,22.4113,23.7785,99.8128,85.7466,7.4658,7.3776,-1.2649
69.0811,1302.9675,32.0603,41.3161,51.2756,255.5861,22.4149,23.769,99.8189,85.7386,7.4598,7.3875,-1.2604
69.1802,1302.9351,32.0471,41.3238,51.2666,255.5575,22.4038,23.7633,99.8107,85.7762,7.4742,7.3637,-1.2726
69.2793,1302.9381,32.0761,41.304,51.2565,255.5559,22.4114,23.7628,99.8304,85.7619,7.4737,7.3807,-1.2585
69.3784,1302.9591,32.0465,41.2988,51.2567,255.579,22.4088,23.7569,99.8283,85.7534,7.4655,7.3772,-1.253
69.4775,1302.9359,32.0697,41.2934,51.2629,255.5139,22.3868,23.7452,99.8123,85.7465,7.4739,7.3724,-1.2691
69.5766,1302.909,32.0715,41.3147,51.281,255.45,22.3945,23.7857,99.8458,85.7598,7.4724,7.3668,-1.2711
69.6757,1302.9096,32.0681,41.3112,51.292,255.4704,22.405,23.7509,99.8243,85.77,7.4698,7.3983,-1.2704
69.7748,1302.9032,32.0717,41.3102,51.255,255.4301,22.3952,23.7394,99.8214,85.7657,7.4666,7.3868,-1.2637
69.8739,1302.8883,32.0528,41.3242,51.2748,255.4149,22.3977,23.7529,99.8368,85.7452,7.4732,7.3793,-1.2594
69.973,1302.908,32.0612,41.3069,51.2713,255.4183,22.3866,23.7676,99.8195,85.7697,7.4678,7.3778,-1.2651
70.0721,1302.9178,32.0636,41.3055,51.2686,255.4405,22.3939,23.7644,99.8342,85.7724,7.4762,7.3842,-1.2512
70.1712,1302.9244,32.0478,41.3025,51.2457,255.3976,22.3945,23.7644,99.8199,85.7764,7.464,7.3545,-1.2634
70.2703,1302.9196,32.0653,41.3105,51.2709,255.4223,22.4123,23.7779,99.8216,85.7673,7.4931,7.3643,-1.2443
70.3694,1302.9262,32.0527,41.3099,51.2637,255.4328,22.3917,23.7462,99.8099,85.7645,7.4795,7.3708,-1.2459
70.4685,1302.928,32.063,41.3088,51.2753,255.4452,22.3888,23.7749,99.808,85.7634,7.4576,7.3902,-1.2649
70.5676,1302.9434,32.0661,41.3074,51.2531,255.5077,22.3935,23.7811,99.8148,85.7674,7.4708,7.3853,-1.2643
70.6667,1302.9424,32.0682,41.3241,51.2704,255.5206,22.4079,23.7567,99.8253,85.7515,7.4636,7.3738,-1.2596
70.7658,1302.9412,32.0618,41.3096,51.278,255.549,22.4092,23.7461,99.8117,85.7607,7.4627,7.3767,-1.2305
70.8649,1302.9579,32.0697,41.3,51.2741,255.5979,22.3832,23.7698,99.8271,85.7481,7.4761,7.3727,-1.2688
70.964,1302.9593,32.0544,41.329,51.2581,255.605,22.3894,23.7467,99.8251,85.7617,7.4559,7.375,-1.2507
71.0631,1302.9598,32.0599,41.2898,51.2769,255.6152,22.4078,23.7565,99.8259,85.774,7.4749,7.3805,-1.2772
71.1622,1302.9597,32.0846,41.2872,51.264,255.613,22.4124,23.7624,99.8216,85.7604,7.4881,7.3789,-1.2583
71.2613,1302.9538,32.0511,41.3051,51.2636,255.6196,22.4122,23.7542,99.816,85.7323,7.4811,7.3893,-1.248
71.3604,1302.9442,32.0551,41.2839,51.275,255.6294,22.3941,23.7611,99.819,85.7387,7.4542,7.3787,-1.2513
71.4595,1302.9689,32.0615,41.3113,51.2716,255.6405,22.4016,23.7596,99.8128,85.761,7.4769,7.3988,-1.2513
71.5586,1302.9482,32.0701,41.2959,51.2476,255.6319,22.409,23.7578,99.8088,85.7628,7.4595,7.3847,-1.2606
71.6577,1302.9424,32.0618,41.3134,51.2662,255.6501,22.3955,23.7519,99.8195,85.7673,7.487,7.3721,-1.2512
71.7568,1302.97,32.0586,41.3104,51.2716,255.672,22.4059,23.7636,99.8234,85.7665,7.4657,7.3825,-1.2609
71.8559,1302.9484,32.0456,41.3116,51.2604,255.6923,22.4089,23.7576,99.8352,85.7696,7.442,7.3753,-1.2647
71.955,1302.9978,32.0619,41.3256,51.2697,255.7691,22.4009,23.7589,99.8253,85.7523,7.457,7.3878,-1.2837
72.0541,1303.0086,32.0607,41.3105,51.2725,255.785,22.4031,23.7501,99.8032,85.7498,7.4704,7.3674,-1.2485
72.1532,1303.0111,32.0762,41.3065,51.2672,255.7953,22.4035,23.7557,99.8193,85.7635,7.4724,7.383,-1.2705
72.2523,1303.0099,32.0664,41.3131,51.2609,255.7842,22.3979,23.7422,99.8083,85.7528,7.4802,7.3942,-1.2639
72.3514,1302.9964,32.0756,41.3044,51.2667,255.7873,22.4131,23.777,99.7926,85.7533,7.4668,7.3917,-1.2565
72.4505,1303.023,32.0496,41.3201,51.2622,255.8357,22.4052,23.7317,99.817,85.7759,7.465,7.3806,-1.2554
72.5495,1303.0637,32.0595,41.2972,51.2577,256.0207,22.3935,23.7559,99.8153,85.7677,7.4557,7.3982,-1.2534
72.6486,1303.1364,32.0534,41.312,51.2736,256.2636,22.3851,23.7504,99.8104,85.7697,7.4675,7.3652,-1.2734
72.7477,1303.2855,32.0663,41.2959,51.3,257.0022,22.3951,23.7529,99.8231,85.7913,7.4799,7.3742,-1.2531
72.8468,1303.392,32.0635,41.3106,51.3122,257.4318,22.4059,23.7742,99.8186,85.7883,7.4724,7.3801,-1.274
72.9459,1303.4362,32.0553,41.3011,51.3184,257.5944,22.4085,23.764,99.8257,85.8124,7.4534,7.3739,-1.2593
73.045,1303.4535,32.0478,41.2973,51.3368,257.7036,22.3941,23.7633,99.8207,85.7948,7.461,7.3673,-1.2641
73.1441,1303.4672,32.0612,41.3227,51.3304,257.6928,22.4036,23.757,99.8179,85.7868,7.4703,7.3813,-1.2768
73.2432,1303.459,32.058,41.2916,51.3317,257.7044,22.3937,23.7671,99.8313,85.7997,7.4721,7.3818,-1.2523
73.3423,1303.4945,32.0507,41.3098,51.3243,257.8241,22.4032,23.7605,99.815,85.7992,7.4885,7.3868,-1.2645
73.4414,1303.6113,32.0633,41.3236,51.3516,258.2541,22.401,23.7534,99.8226,85.801,7.466,7.3851,-1.2536
73.5405,1304.0138,32.0576,41.3227,51.385,259.9674,22.3879,23.7762,99.8446,85.8502,7.4821,7.3791,-1.2655
73.6396,1304.1549,32.0861,41.2923,51.4311,260.473,22.4082,23.7525,99.8386,85.8608,7.459,7.3985,-1.2667
73.7387,1304.1732,32.067,41.3252,51.4009,260.6561,22.3995,23.7532,99.8344,85.8544,7.4695,7.3834,-1.2794
73.8378,1304.2016,32.0638,41.291,51.4133,260.7927,22.3953,23.7676,99.8218,85.8669,7.4794,7.3808,-1.2511
73.9369,1304.3157,32.0823,41.3149,51.4444,261.2479,22.4106,23.7587,99.824,85.8619,7.4548,7.3693,-1.2718
74.036,1304.3687,32.0774,41.3125,51.4443,261.421,22.3988,23.7684,99.8316,85.8822,7.4788,7.3789,-1.2602
74.1351,1304.3663,32.0676,41.2995,51.4376,261.4847,22.4077,23.7491,99.8163,85.8969,7.4599,7.379,-1.2654
74.2342,1304.3791,32.0499,41.3044,51.4441,261.485,22.3861,23.7575,99.8234,85.8802,7.4697,7.3778,-1.2589
74.3333,1304.394,32.08,41.3081,51.442,261.4753,22.3943,23.7662,99.8287,85.8776,7.4747,7.3683,-1.2624
74.4324,1304.3611,32.0681,41.3134,51.4603,261.4709,22.3933,23.7812,99.8236,85.8858,7.461,7.3642,-1.248
74.5315,1304.3607,32.0613,41.3034,51.4492,261.3808,22.4133,23.762,99.8239,85.8803,7.4608,7.362,-1.2634
74.6306,1304.3006,32.0781,41.3265,51.4443,261.1749,22.4003,23.7565,99.8303,85.8731,7.4625,7.3756,-1.2614
74.7297,1304.2892,32.0628,41.2936,51.4814,261.0505,22.3999,23.7673,99.8246,85.885,7.4652,7.3803,-1.2519
74.8288,1304.2787,32.0597,41.3142,51.455,261.0727,22.3929,23.7695,99.8376,85.8828,7.4722,7.3667,-1.257
74.9279,1304.2709,32.0651,41.307,51.457,261.0216,22.3862,23.7743,99.8377,85.8818,7.4767,7.3677,-1.2547
75.027,1304.2509,32.0702,41.3045,51.4595,260.9951,22.388,23.7554,99.8179,85.8818,7.478,7.3689,-1.2488
75.1261,1304.2683,32.0647,41.3219,51.4518,260.9986,22.3909,23.7615,99.8256,85.8716,7.469,7.3955,-1.2718
75.2252,1304.271,32.0697,41.3037,51.4477,260.9939,22.4095,23.767,99.8339,85.9006,7.4779,7.3921,-1.254
75.3243,1304.26,32.0651,41.3146,51.4607,261.011,22.4105,23.7694,99.8311,85.8789,7.4916,7.3651,-1.2789
75.4234,1304.261,32.0518,41.2979,51.4429,261.0145,22.3865,23.7684,99.8207,85.8993,7.481,7.3934,-1.2534
75.5225,1304.2752,32.0667,41.2952,51.4533,261.0544,22.3925,23.7504,99.835,85.8941,7.463,7.3756,-1.2518
75.6216,1304.278,32.0492,41.316,51.4655,261.0428,22.3904,23.7564,99.8304,85.9058,7.4665,7.3743,-1.2653
75.7207,1304.2652,32.0657,41.3127,51.4603,261.0549,22.3919,23.7459,99.8253,85.8817,7.4631,7.3865,-1.2416
75.8198,1304.2891,32.0706,41.3077,51.4457,261.0809,22.4051,23.7763,99.8383,85.8838,7.455,7.3585,-1.2579
75.9189,1304.2996,32.0622,41.3169,51.4408,261.1054,22.4152,23.7634,99.837,85.8954,7.4716,7.3956,-1.2683
76.018,1304.2949,32.0618,41.3146,51.4653,261.1237,22.3845,23.7537,99.8162,85.877,7.465,7.3799,-1.2617
76.1171,1304.3118,32.07,41.3235,51.4782,261.2118,22.3861,23.7538,99.8413,85.902,7.4674,7.3663,-1.2676
76.2162,1304.3176,32.0426,41.3102,51.4702,261.2274,22.3988,23.7544,99.8057,85.8942,7.4719,7.3859,-1.2715
76.3153,1304.3712,32.0484,41.3003,51.4703,261.2639,22.4025,23.7667,99.8289,85.8754,7.4813,7.3736,-1.2522
76.4144,1304.337,32.0558,41.3066,51.4791,261.3189,22.3993,23.7527,99.8278,85.9019,7.4798,7.3858,-1.2714
76.5135,1304.3614,32.0461,41.2883,51.476,261.4006,22.412,23.7582,99.8305,85.8865,7.4882,7.3885,-1.2498
76.6126,1304.3971,32.0554,41.3022,51.5048,261.5371,22.3832,23.7469,99.8212,85.8799,7.4863,7.372,-1.2491
76.7117,1304.424,32.0601,41.3048,51.4832,261.6192,22.4046,23.7485,99.8248,85.8904,7.4734,7.3798,-1.2798
76.8108,1304.4156,32.0495,41.3152,51.484,261.6082,22.3972,23.7688,99.8391,85.905,7.4694,7.3732,-1.2616
76.9099,1304.4306,32.0645,41.3171,51.4847,261.6798,22.3999,23.7621,99.8313,85.9053,7.4732,7.3752,-1.2342
77.009,1304.4348,32.0544,41.3081,51.4957,261.7111,22.3983,23.7621,99.8516,85.907,7.4614,7.3836,-1.2667
77.1081,1304.4461,32.0521,41.3027,51.4854,261.7345,22.4096,23.7591,99.8242,85.9006,7.4661,7.3855,-1.2577
77.2072,1304.4782,32.0565,41.2889,51.4971,261.8893,22.4186,23.7595,99.8367,85.9248,7.4742,7.3917,-1.2612
77.3063,1304.5291,32.0441,41.2935,51.5272,262.0573,22.389,23.7531,99.8218,85.9309,7.4723,7.3741,-1.2562
77.4054,1304.5268,32.0634,41.3063,51.5128,262.1008,22.4116,23.7679,99.8618,85.9227,7.4873,7.3811,-1.2533
77.5045,1304.5869,32.0672,41.3168,51.5168,262.361,22.3956,23.7588,99.8333,85.918,7.472,7.3735,-1.2578
77.6036,1304.5907,32.0624,41.3008,51.5142,262.4646,22.3998,23.7673,99.8433,85.9221,7.4738,7.379,-1.2677
77.7027,1304.6118,32.048,41.3037,51.5148,262.4549,22.4017,23.7457,99.8282,85.9346,7.4676,7.3762,-1.2642
77.8018,1304.62,32.0548,41.313,51.5141,262.5066,22.3972,23.7479,99.8233,85.9371,7.4763,7.3791,-1.2684
77.9009,1304.6063,32.0708,41.2951,51.5267,262.4773,22.397,23.7641,99.8314,85.9276,7.4734,7.3857,-1.2712
78.0,1304.5888,32.0665,41.2806,51.5249,262.4366,22.3939,23.7592,99.8337,85.9121,7.4731,7.3821,-1.2655
78.0991,1304.6153,32.0541,41.3133,51.5361,262.4634,22.4012,23.7575,99.8459,85.9133,7.4767,7.3939,-1.2573
78.1982,1304.5983,32.055,41.3077,51.5295,262.4487,22.39,23.7728,99.8308,85.9324,7.4818,7.3723,-1.2695
78.2973,1304.5859,32.0685,41.2892,51.5248,262.4066,22.4013,23.7559,99.8367,85.9234,7.4873,7.3802,-1.2556
78.3964,1304.5959,32.0636,41.308,51.5221,262.4145,22.3945,23.7697,99.8207,85.922,7.4771,7.3786,-1.2521
78.4955,1304.5695,32.057,41.3218,51.5175,262.3217,22.4157,23.7748,99.8312,85.9068,7.4869,7.4004,-1.2538
78.5946,1304.4881,32.0542,41.3253,51.5053,261.9301,22.3976,23.7683,99.8435,85.9139,7.4816,7.3847,-1.257
78.6937,1304.4554,32.0779,41.312,51.493,261.814,22.4178,23.7516,99.8234,85.9061,7.4799,7.3932,-1.2666
78.7928,1304.4606,32.0641,41.3058,51.5001,261.7894,22.4047,23.7535,99.81,85.9239,7.4783,7.3892,-1.2481
78.8919,1304.442,32.0553,41.3066,51.5027,261.7338,22.3984,23.74,99.8422,85.9063,7.4715,7.3729,-1.2645
78.991,1304.4294,32.0345,41.3095,51.5001,261.712,22.4005,23.7545,99.818,85.9071,7.4659,7.3526,-1.2727
79.0901,1304.4109,32.0544,41.3163,51.4902,261.608,22.3956,23.7793,99.8272,85.9101,7.4517,7.367,-1.2552
79.1892,1304.3409,32.0569,41.3061,51.4863,261.3336,22.4147,23.7535,99.8292,85.909,7.4699,7.3854,-1.2628
79.2883,1304.316,32.0627,41.295,51.4685,261.1866,22.4132,23.7523,99.8471,85.884,7.4647,7.3896,-1.2722
79.3874,1304.3003,32.0485,41.3136,51.4742,261.1756,22.3938,23.7549,99.8307,85.8834,7.4681,7.372,-1.2687
79.4865,1304.2827,32.0558,41.3246,51.4674,261.0428,22.4168,23.7643,99.8257,85.8876,7.47,7.3966,-1.2698
79.5856,1304.2682,32.0576,41.3323,51.4639,261.0241,22.4201,23.7681,99.8333,85.893,7.4868,7.3698,-1.2536
79.6847,1304.2809,32.0585,41.3072,51.4747,260.9839,22.4207,23.7542,99.8224,85.8804,7.4748,7.3822,-1.2599
79.7838,1304.2694,32.0569,41.3104,51.4793,260.9877,22.3867,23.7595,99.8216,85.8723,7.4786,7.3861,-1.2543
79.8829,1304.2799,32.0573,41.323,51.4764,260.9891,22.4098,23.7587,99.8444,85.8963,7.4711,7.3683,-1.2644
79.982,1304.2587,32.0637,41.315,51.4624,260.9861,22.395,23.7522,99.8173,85.8834,7.4687,7.3869,-1.2728
80.0811,1304.2861,32.0676,41.3156,51.4697,261.0504,22.3909,23.7651,99.8291,85.8972,7.4821,7.385,-1.258
80.1802,1304.2875,32.0556,41.3099,51.494,261.0952,22.3994,23.7613,99.8243,85.8997,7.453,7.389,-1.2766
80.2793,1304.2884,32.0633,41.3053,51.4646,261.213,22.3866,23.7694,99.8417,85.8987,7.4957,7.3687,-1.2532
80.3784,1304.3544,32.0693,41.3206,51.49,261.3555,22.4035,23.7553,99.8254,85.8993,7.4613,7.345,-1.2557
80.4775,1304.5115,32.0507,41.298,51.5373,262.1113,22.3883,23.7566,99.8299,85.9245,7.4701,7.3731,-1.2623
80.5766,1304.59,32.0478,41.3208,51.5228,262.3671,22.3966,23.7553,99.8327,85.9072,7.4628,7.3985,-1.2616
80.6757,1304.5826,32.0699,41.3239,51.5279,262.4414,22.3889,23.7478,99.8193,85.9256,7.4687,7.3664,-1.2658
80.7748,1304.5927,32.0505,41.3166,51.553,262.5133,22.3983,23.771,99.8133,85.9223,7.4728,7.3774,-1.2629
80.8739,1304.6023,32.062,41.2878,51.5305,262.5216,22.3997,23.7533,99.8148,85.9328,7.4647,7.3687,-1.2616
80.973,1304.6347,32.0637,41.3035,51.542,262.5862,22.3986,23.752,99.8338,85.9373,7.4729,7.3822,-1.2351
81.0721,1304.6513,32.0669,41.3243,51.5283,262.7355,22.3937,23.7462,99.8449,85.9398,7.4608,7.3972,-1.2698
81.1712,1304.6632,32.0794,41.3181,51.5593,262.8056,22.3859,23.7586,99.8236,85.9289,7.4552,7.3818,-1.2654
81.2703,1304.6854,32.0609,41.3019,51.5426,262.8103,22.4038,23.7707,99.8159,85.9379,7.4798,7.3742,-1.2421
81.3694,1304.691,32.0697,41.3084,51.528,262.8328,22.3985,23.7426,99.8224,85.9249,7.4809,7.3737,-1.2594
81.4685,1304.6888,32.0569,41.2949,51.5452,262.8388,22.424,23.761,99.8234,85.9193,7.4559,7.3688,-1.2652
81.5676,1304.6921,32.0676,41.3096,51.5431,262.826,22.4186,23.7627,99.8328,85.9263,7.4865,7.3819,-1.2628
81.6667,1304.6978,32.0474,41.2997,51.5395,262.8416,22.401,23.7544,99.8296,85.9269,7.4573,7.3689,-1.2634
81.7658,1304.6799,32.0642,41.3006,51.5398,262.7947,22.3912,23.7585,99.836,85.9424,7.4761,7.366,-1.2782
81.8649,1304.6781,32.0738,41.3083,51.5321,262.788,22.402,23.762,99.8238,85.9464,7.45,7.3918,-1.2545
81.964,1304.6044,32.061,41.3029,51.5336,262.4926,22.3945,23.7472,99.8459,85.9229,7.4645,7.3646,-1.2675
82.0631,1304.5786,32.0553,41.2965,51.5276,262.434,22.3958,23.7686,99.8163,85.9144,7.475,7.3816,-1.2478
82.1622,1304.4603,32.0626,41.3073,51.4965,261.8666,22.4099,23.7737,99.8131,85.9081,7.4874,7.39,-1.2667
82.2613,1304.3853,32.0594,41.3162,51.4885,261.5939,22.3916,23.768,99.8284,85.899,7.4723,7.3789,-1.2595
82.3604,1304.376,32.0809,41.3203,51.4937,261.5473,22.4097,23.7599,99.8175,85.9158,7.4731,7.3892,-1.2585
82.4595,1304.3929,32.0587,41.3254,51.5032,261.5433,22.4034,23.7829,99.8157,85.9077,7.4483,7.3939,-1.2779
82.5586,1304.3792,32.0674,41.2998,51.4872,261.5299,22.4037,23.7717,99.8109,85.8972,7.4795,7.3694,-1.2539
82.6577,1304.3784,32.0532,41.3149,51.4708,261.5115,22.3824,23.77,99.8137,85.9017,7.4623,7.3787,-1.2571
82.7568,1304.3893,32.0707,41.3111,51.4968,261.5325,22.4087,23.773,99.8421,85.8931,7.4731,7.3773,-1.2611
82.8559,1304.3742,32.0546,41.2891,51.484,261.5217,22.4018,23.7607,99.8404,85.8997,7.4645,7.3868,-1.2555
82.955,1304.3893,32.0581,41.3184,51.4975,261.5347,22.3969,23.7506,99.8234,85.8986,7.4741,7.368,-1.2675
83.0541,1304.4057,32.0546,41.3072,51.4645,261.6055,22.4041,23.7657,99.8154,85.8965,7.4674,7.3718,-1.2553
83.1532,1304.4498,32.0392,41.3065,51.4647,261.8192,22.3905,23.7541,99.8205,85.8919,7.4835,7.3879,-1.2526
83.2523,1304.5679,32.0549,41.3135,51.4844,262.2993,22.4067,23.7609,99.8268,85.9017,7.4643,7.3688,-1.2585
83.3514,1304.5989,32.0802,41.3014,51.4732,262.4338,22.3978,23.7772,99.8228,85.8996,7.4793,7.3751,-1.2477
83.4505,1304.5952,32.0731,41.3121,51.4625,262.4958,22.3959,23.762,99.8424,85.8794,7.4602,7.3894,-1.2602
83.5495,1304.6084,32.0478,41.3259,51.4505,262.5344,22.389,23.7628,99.8188,85.8882,7.4676,7.3734,-1.2629
83.6486,1304.6193,32.0572,41.3006,51.4578,262.5375,22.4023,23.7684,99.8404,85.8913,7.4573,7.3838,-1.2661
83.7477,1304.6177,32.0556,41.3145,51.4801,262.5502,22.3884,23.7614,99.8532,85.8935,7.469,7.3716,-1.2485
83.8468,1304.6368,32.0739,41.3139,51.4721,262.5722,22.3999,23.7507,99.8141,85.9107,7.4644,7.3964,-1.2441
83.9459,1304.6498,32.0544,41.3111,51.4811,262.632,22.4021,23.7737,99.831,85.8698,7.4565,7.3836,-1.2605
84.045,1304.6934,32.043,41.3099,51.4917,262.8914,22.3958,23.7479,99.8277,85.888,7.464,7.3742,-1.2516
84.1441,1304.7165,32.0587,41.3072,51.4939,262.9662,22.4088,23.7609,99.8396,85.8997,7.4584,7.3772,-1.2622
84.2432,1304.723,32.0559,41.3047,51.477,262.969,22.405,23.735,99.819,85.8982,7.4705,7.3699,-1.2658
84.3423,1304.7379,32.059,41.3022,51.5064,262.9951,22.3916,23.7615,99.833,85.9181,7.4599,7.3683,-1.2643
